subhalo_id,simulation,snapshot,redshift,n_stellar_particles,n_disk_particles,M_star_Msun,R_d_kpc,aperture_R_in_kpc,aperture_R_out_kpc,A1_literature,A2_literature,A1_integral_area,A1_integral_jog,A2_integral_area,A2_integral_jog,A1_bootstrap_mean,A1_bootstrap_std,A2_bootstrap_mean,A2_bootstrap_std,dominant_mode,bar_length_kpc,bar_angle_deg,pattern_coherence,phase_scatter_m2_deg,bar_length_bootstrap_mean,bar_length_bootstrap_std,v_max_kms,R_v_max_kpc
392276,L35n2160TNG,99,2.22045e-16,1554996,1347440,8.87747e+10,1.84969,nan,nan,0.0130613,0.0788664,0.0133741,0.012739,0.0703845,0.0863938,0.0148849,0.00274878,0.0791554,0.00295246,2,2.4375,-39.7994,1,25.7781,5.87063,5.26766,223.704,5.93307
394621,L35n2160TNG,99,2.22045e-16,1191769,964060,6.92327e+10,3.47076,nan,nan,0.0569429,0.129119,0.0569948,0.0569639,0.134859,0.126019,0.0580555,0.00348477,0.129732,0.00336975,2,4.6875,36.5948,0.0344828,67.5615,14.8125,0,211.974,11.03
419618,L35n2160TNG,99,2.22045e-16,1111842,806451,6.41125e+10,1.91425,nan,nan,0.0359711,0.189544,0.0372984,0.0343219,0.182242,0.198535,0.0376244,0.00505729,0.189924,0.00590693,2,14.8125,-44.1063,0.636364,35.213,14.8125,0,121.622,15.0177
422754,L35n2160TNG,99,2.22045e-16,1603520,1146792,9.22159e+10,2.16569,nan,nan,0.0246287,0.222899,0.0257519,0.0239459,0.226142,0.221726,0.0263219,0.00328059,0.223799,0.0033561,2,2.0625,65.593,0.625,57.8816,9.29813,3.75521,205.391,5.54766
440407,L35n2160TNG,99,2.22045e-16,1574787,1076439,9.14534e+10,3.27975,nan,nan,0.0474165,0.0298009,0.0510855,0.046201,0.0305108,0.0295626,0.048777,0.00318377,0.0325486,0.00315711,2,2.0625,-2.56957,1,41.3259,8.49,6.21257,203.411,7.91
443049,L35n2160TNG,99,2.22045e-16,1405590,1090425,8.01861e+10,2.14869,nan,nan,0.0181708,0.21668,0.0178181,0.0185352,0.214868,0.218541,0.0213705,0.00375026,0.216477,0.0041054,2,4.6875,60.8221,1,48.5456,4.68187,0.0793504,201.022,4.83928
444134,L35n2160TNG,99,2.22045e-16,835498,679201,4.90047e+10,2.71477,nan,nan,0.0419138,0.0973166,0.0449492,0.0409283,0.0940309,0.098241,0.0448576,0.00454813,0.0989337,0.00503714,2,3.9375,-27.8031,0,61.4615,14.3063,0.297056,171.383,14.15
446665,L35n2160TNG,99,2.22045e-16,976373,782258,5.59125e+10,2.71428,nan,nan,0.0634083,0.0291354,0.067386,0.0633712,0.0292664,0.0291561,0.0670463,0.00673345,0.0376534,0.00566794,2,2.4375,29.9377,1,38.1413,6.4575,5.48874,195.777,12.59
449658,L35n2160TNG,99,2.22045e-16,1236902,743368,7.2406e+10,2.15515,nan,nan,0.0218439,0.209836,0.0226548,0.0212225,0.20185,0.215902,0.025166,0.00462386,0.210341,0.00530494,2,3.9375,79.7208,1,68.7046,4.08375,0.182906,83.7873,6.86164
454171,L35n2160TNG,99,2.22045e-16,1310523,1216617,7.57096e+10,3.55491,nan,nan,0.0296588,0.0749626,0.0299332,0.02938,0.0747897,0.075434,0.0314432,0.00275358,0.0755148,0.0026779,2,3.9375,41.0198,1,44.8094,3.96,0.0890576,231.503,9.47
455291,L35n2160TNG,99,2.22045e-16,1179575,803667,7.10196e+10,3.18835,nan,nan,0.106035,0.249136,0.109318,0.105715,0.242621,0.249529,0.106723,0.00485375,0.249598,0.00543366,2,5.4375,11.9984,1,40.3586,6.9975,0.325711,188.14,15.71
457431,L35n2160TNG,99,2.22045e-16,1626448,1174142,9.39991e+10,2.71399,nan,nan,0.0831876,0.0277184,0.0872744,0.0821323,0.0278941,0.0278473,0.0840057,0.00316629,0.0301449,0.00277231,2,2.0625,29.1027,1,55.8354,2.44313,2.16446,234.055,7.91
459557,L35n2160TNG,99,2.22045e-16,774921,526382,4.49736e+10,1.85781,nan,nan,0.026129,0.215421,0.0260361,0.0262739,0.210698,0.21824,0.0315106,0.00614328,0.215027,0.00606591,2,14.8125,-66.9703,1,3.90251,14.8125,0,154.95,4.80875
460722,L35n2160TNG,99,2.22045e-16,441463,301821,2.68274e+10,2.7859,nan,nan,0.107763,0.228759,0.115217,0.10057,0.24218,0.214683,0.110212,0.00807034,0.229474,0.00690288,2,14.8125,22.2333,0.392857,34.0248,14.8125,0,145.368,17.27
465255,L35n2160TNG,99,2.22045e-16,1627024,1138196,9.33714e+10,2.28215,nan,nan,0.0148515,0.0580081,0.0146675,0.0150133,0.0552145,0.0603209,0.0184858,0.00331777,0.0593869,0.00399679,2,2.4375,-59.7574,1,60.0492,2.6175,0.18735,189.932,8.66831
466549,L35n2160TNG,99,2.22045e-16,1411490,1138654,8.09023e+10,2.3667,nan,nan,0.0441755,0.099515,0.042962,0.0450586,0.093889,0.103797,0.0456594,0.00375581,0.100479,0.00392493,2,2.0625,-30.9044,1,49.6913,2.12438,0.139193,221.272,5.29273
469487,L35n2160TNG,99,2.22045e-16,1461154,954745,8.45153e+10,2.35065,nan,nan,0.0180955,0.0582184,0.0186076,0.017528,0.0541502,0.0622174,0.0236954,0.00388919,0.0598247,0.00434853,2,2.4375,43.829,1,33.2024,2.33062,0.24122,190.879,18.4391
474008,L35n2160TNG,99,2.22045e-16,1574074,918833,9.34343e+10,2.49963,nan,nan,0.0204132,0.0575262,0.0216604,0.0193643,0.0521134,0.0631485,0.0260751,0.00373926,0.060347,0.00464197,2,2.8125,35.2243,1,53.1425,2.8125,0,179.734,17.2675
476266,L35n2160TNG,99,2.22045e-16,832406,639679,4.99167e+10,2.97074,nan,nan,0.100138,0.11381,0.10138,0.099353,0.113472,0.1143,0.101488,0.00434787,0.11489,0.00515581,2,2.4375,-27.3748,1,17.0574,2.4525,0.211601,155.978,14.15
477328,L35n2160TNG,99,2.22045e-16,1006537,715590,6.07934e+10,3.24603,nan,nan,0.103078,0.146771,0.10302,0.103114,0.146398,0.147138,0.104155,0.00471146,0.147485,0.00503189,2,1.6875,-18.4871,1,47.0976,4.07437,3.19547,178.744,19.61
478216,L35n2160TNG,99,2.22045e-16,1005262,903333,5.92765e+10,3.04913,nan,nan,0.0631657,0.05994,0.0648796,0.0620612,0.057277,0.0614404,0.0647588,0.00363967,0.0615171,0.00353042,2,1.6875,49.8598,1,26.5874,1.6875,0,202.916,11.03
479290,L35n2160TNG,99,2.22045e-16,1547031,994053,9.12992e+10,3.03506,nan,nan,0.024558,0.0662844,0.025732,0.0238547,0.0670445,0.0658979,0.0279175,0.0033787,0.0672299,0.00371954,2,2.8125,33.3536,0.529412,40.6281,14.1056,0.237696,214.1,19.61
479938,L35n2160TNG,99,2.22045e-16,1085758,760526,6.67104e+10,3.05671,nan,nan,0.0688675,0.161131,0.0718547,0.0673885,0.172918,0.156688,0.0702946,0.00422438,0.161932,0.00400198,2,12.5625,42.5937,0.894737,47.1088,12.57,0.145043,188.348,12.59
480802,L35n2160TNG,99,2.22045e-16,854680,716637,5.05909e+10,3.41403,nan,nan,0.150541,0.107108,0.150874,0.150195,0.102423,0.110519,0.150699,0.00382683,0.107533,0.00391614,1,1.6875,-30.7092,0.6,48.0982,4.25625,1.72327,186.486,10.25
481428,L35n2160TNG,99,2.22045e-16,1447167,1070479,8.31026e+10,1.95258,nan,nan,0.0177318,0.274287,0.0187516,0.0166758,0.261039,0.287664,0.0203269,0.00337523,0.274666,0.00363395,2,3.9375,47.8638,0.625,59.2331,14.67,0.34687,214.588,4.43136
482889,L35n2160TNG,99,2.22045e-16,1579503,783627,9.20997e+10,2.40862,nan,nan,0.0261517,0.0380102,0.0250648,0.0272187,0.0408766,0.0354878,0.032624,0.00595482,0.0429575,0.00527047,2,14.8125,-72.6596,0.8,57.5255,14.8125,0,99.4088,12.1368
483594,L35n2160TNG,99,2.22045e-16,1588570,1396312,9.20652e+10,2.80087,nan,nan,0.0195253,0.341546,0.0210988,0.0188739,0.321056,0.346372,0.0225966,0.00250404,0.341926,0.00292736,2,6.1875,-24.6146,1,48.0872,7.81687,2.81065,251.534,8.69
485056,L35n2160TNG,99,2.22045e-16,1401903,1234442,8.3923e+10,3.03568,nan,nan,0.0647688,0.202566,0.0636306,0.0657214,0.210709,0.197623,0.0655648,0.0027931,0.202774,0.00283419,2,1.3125,-6.84364,0.107143,68.2173,14.8125,0,235.62,10.25
486046,L35n2160TNG,99,2.22045e-16,1379972,905901,8.11417e+10,2.0708,nan,nan,0.0430302,0.421361,0.0477488,0.0387494,0.416936,0.42541,0.0451239,0.00428678,0.421639,0.00399654,2,7.3125,81.1968,1,20.6585,14.8125,0,102.458,11.7465
486917,L35n2160TNG,99,2.22045e-16,534056,360819,3.06874e+10,1.5705,nan,nan,0.224574,0.673329,0.220022,0.235038,0.650535,0.727425,0.224814,0.0085683,0.674233,0.00705329,2,14.4375,-38.7894,1,7.06851,14.8125,0,100.63,12.3227
487742,L35n2160TNG,99,2.22045e-16,608237,514437,3.63845e+10,3.17938,nan,nan,0.0822159,0.109864,0.0891078,0.0816814,0.105725,0.11013,0.0837257,0.00464049,0.111212,0.00463674,2,3.9375,5.56316,0,66.8165,14.8125,0,164.333,7.13
489206,L35n2160TNG,99,2.22045e-16,1652145,1447124,9.57206e+10,2.80405,nan,nan,0.0520196,0.54721,0.0551742,0.0510671,0.534827,0.551337,0.0531073,0.0032779,0.5473,0.00361181,2,8.4375,-10.2165,1,38.8323,9.90375,2.59135,247.475,13.37
490079,L35n2160TNG,99,2.22045e-16,1015425,662029,5.86293e+10,2.63589,nan,nan,0.275636,0.205449,0.282643,0.271788,0.213516,0.201458,0.276315,0.00556403,0.205824,0.00548363,1,2.0625,49.282,0.357143,57.2672,14.8125,0,118.532,6.35
490814,L35n2160TNG,99,2.22045e-16,928448,672368,5.4952e+10,2.45367,nan,nan,0.0751236,0.0478379,0.0748082,0.0752492,0.0452617,0.0492768,0.0767871,0.00541976,0.0506613,0.00535985,2,3.1875,17.9989,0.5,58.4879,14.8125,0,181.197,11.595
491426,L35n2160TNG,99,2.22045e-16,1476995,1304210,8.69874e+10,3.68449,nan,nan,0.0373832,0.0240598,0.0387408,0.0373494,0.0255152,0.0240947,0.0398096,0.00297936,0.0277258,0.00279325,2,3.5625,-71.0075,1,46.0667,3.56438,0.0264501,224.994,18.05
492244,L35n2160TNG,99,2.22045e-16,1480089,815827,8.8069e+10,2.51798,nan,nan,0.106832,0.0595942,0.109545,0.105065,0.0622312,0.0578458,0.107497,0.00480997,0.0609699,0.00456671,1,1.6875,11.3512,0.111111,44.8313,14.8125,0,194.234,18.83
492876,L35n2160TNG,99,2.22045e-16,1525281,1190045,8.81992e+10,3.34022,nan,nan,0.0332855,0.0943339,0.0354722,0.0329696,0.0866724,0.0951602,0.034862,0.00268971,0.0947145,0.00313955,2,4.6875,-50.5075,1,33.8004,4.74563,0.191571,214.281,9.47
493433,L35n2160TNG,99,2.22045e-16,1152248,704111,6.82885e+10,2.31802,nan,nan,0.0370989,0.0356751,0.0387825,0.035976,0.0347252,0.0363109,0.0396694,0.00434785,0.0379924,0.00450496,2,1.6875,13.1659,0.625,49.9459,14.7581,0.132038,132.121,13.8527
494011,L35n2160TNG,99,2.22045e-16,1339975,767860,7.95357e+10,2.5411,nan,nan,0.108106,0.175666,0.113939,0.103488,0.184367,0.168629,0.107483,0.00489766,0.176151,0.00464139,2,1.3125,38.8991,0.896552,23.5448,14.8125,0,181.307,19.61
494709,L35n2160TNG,99,2.22045e-16,1317401,1101241,7.73692e+10,3.03434,nan,nan,0.020572,0.0203446,0.0203048,0.020538,0.0210333,0.0203242,0.0256731,0.00382497,0.0255696,0.0038056,2,2.8125,-38.719,1,43.7046,2.8125,0,214.605,18.05
495451,L35n2160TNG,99,2.22045e-16,1209266,1042238,6.97447e+10,1.72624,nan,nan,0.0342643,0.151021,0.0364344,0.03351,0.145048,0.153415,0.0364291,0.00447659,0.151502,0.00442219,2,2.8125,74.5348,1,47.3424,12.51,4.0481,198.289,4.49298
496186,L35n2160TNG,99,2.22045e-16,1527646,1169695,8.70204e+10,2.27623,nan,nan,0.0161003,0.0452607,0.0162867,0.0159956,0.0439202,0.0461246,0.0231005,0.00431449,0.0471894,0.00517164,2,2.4375,-74.0178,1,60.9423,2.4375,0,230.134,16.4388
496788,L35n2160TNG,99,2.22045e-16,485993,399218,2.97102e+10,3.31247,nan,nan,0.1128,0.208435,0.109507,0.115504,0.222214,0.197703,0.114441,0.00572309,0.209181,0.00513228,2,14.8125,-25.0035,0.583333,38.2729,14.8125,0,145.428,6.35
497557,L35n2160TNG,99,2.22045e-16,805512,724218,4.76844e+10,3.03492,nan,nan,0.0940164,0.106384,0.100143,0.0935849,0.108247,0.106474,0.0950005,0.0040878,0.107096,0.00408898,2,2.8125,-24.811,0.533333,69.0858,14.8125,0,188.998,8.69
499021,L35n2160TNG,99,2.22045e-16,558642,380359,3.33194e+10,1.85785,nan,nan,0.0443522,0.0554047,0.0464262,0.0410307,0.0547544,0.0567224,0.0497117,0.00752936,0.0588842,0.0077522,2,13.6875,43.0955,0.941176,13.2919,14.7056,0.210059,52.036,12.852
499704,L35n2160TNG,99,2.22045e-16,957521,695411,5.69051e+10,2.48761,nan,nan,0.055201,0.0732358,0.0552688,0.0551281,0.0763164,0.0714449,0.0563542,0.00455566,0.0751337,0.00466394,2,3.1875,-15.4723,1,16.6458,6.20812,4.51173,169.147,19.5129
500576,L35n2160TNG,99,2.22045e-16,587687,437383,3.5025e+10,3.34955,nan,nan,0.0643776,0.153453,0.069317,0.061978,0.163956,0.148632,0.0677908,0.00543677,0.154906,0.00541374,2,14.8125,-37.5264,0.5,49.9383,14.8125,0,137.917,19.61
501208,L35n2160TNG,99,2.22045e-16,1468791,1208286,8.66431e+10,3.0308,nan,nan,0.0494295,0.0848391,0.0540443,0.0467218,0.0846823,0.0854889,0.0506232,0.00287029,0.085535,0.00299051,2,1.6875,-51.0985,0.44,47.4938,13.6256,0.153601,239.658,8.69
501725,L35n2160TNG,99,2.22045e-16,1308889,897998,7.80667e+10,3.11466,nan,nan,0.048494,0.13185,0.0475991,0.0487893,0.138795,0.128998,0.0508574,0.0041325,0.132456,0.00439855,2,1.3125,36.0199,0.428571,67.1798,14.8125,0,181.535,19.61
502371,L35n2160TNG,99,2.22045e-16,873674,616230,5.24029e+10,2.7722,nan,nan,0.0684715,0.0408346,0.0720169,0.0661587,0.041547,0.040277,0.0708068,0.00492947,0.0437522,0.00544472,1,0,-5.05408,0,62.9975,6.01219,6.44897,187.411,19.61
502995,L35n2160TNG,99,2.22045e-16,1294043,1092862,7.85069e+10,3.66184,nan,nan,0.0963215,0.337749,0.0922956,0.0974597,0.344547,0.335492,0.097353,0.00302506,0.337661,0.00290432,2,14.8125,14.9226,0.222222,51.2678,14.8125,0,211.206,11.03
503437,L35n2160TNG,99,2.22045e-16,1263219,943797,7.43381e+10,3.28434,nan,nan,0.0536693,0.132315,0.0496258,0.0541586,0.133045,0.132647,0.0558885,0.00374528,0.132664,0.00374637,2,4.6875,32.7421,0.875,19.0178,14.4056,0.380172,184.517,15.71
503987,L35n2160TNG,99,2.22045e-16,1073719,976591,6.13125e+10,2.78477,nan,nan,0.0696208,0.491937,0.0724788,0.0693554,0.488447,0.492117,0.0706954,0.00349228,0.491983,0.0033287,2,8.4375,57.3469,0.666667,33.4454,14.8125,0,218.24,6.35
504559,L35n2160TNG,99,2.22045e-16,1180901,953088,6.75398e+10,2.34206,nan,nan,0.0321383,0.0635795,0.0327669,0.0316898,0.0633577,0.0636525,0.0358459,0.00468036,0.0648157,0.00506776,2,2.4375,50.5331,0,68.359,8.28937,5.85035,221.847,11.8066
505100,L35n2160TNG,99,2.22045e-16,1000287,740037,5.80488e+10,2.03236,nan,nan,0.0812663,0.063013,0.0800616,0.082437,0.0604902,0.0650394,0.0817707,0.00428235,0.063812,0.00399538,2,2.4375,-68.211,0.538462,19.2517,13.8338,1.40802,133.56,7.11872
506151,L35n2160TNG,99,2.22045e-16,1381204,729508,8.25357e+10,2.06055,nan,nan,0.0564433,0.322504,0.0574205,0.0555934,0.332853,0.313603,0.0577376,0.00375921,0.32254,0.00378079,2,14.8125,40.9513,0.914286,16.5196,14.8125,0,132.675,1.45906
506720,L35n2160TNG,99,2.22045e-16,1343310,1182841,7.93356e+10,3.30828,nan,nan,0.0368737,0.106439,0.0383364,0.036689,0.0982047,0.10772,0.0382638,0.00261506,0.107068,0.00276328,2,5.0625,10.9723,1,47.4326,5.0625,0,225.331,11.81
507292,L35n2160TNG,99,2.22045e-16,455662,364884,2.73468e+10,2.70952,nan,nan,0.0532088,0.0760942,0.0568367,0.0487503,0.0732384,0.0805534,0.0579052,0.00705799,0.0797851,0.00680629,2,14.8125,12.1723,0.1875,45.669,14.8125,0,168.049,10.25
507784,L35n2160TNG,99,2.22045e-16,692868,619422,3.95633e+10,2.37617,nan,nan,0.0283627,0.0473153,0.030072,0.0276277,0.0462572,0.0478656,0.0375803,0.00539791,0.052766,0.00599177,2,3.1875,39.616,1,44.7446,14.5538,1.65612,186.794,6.05281
508538,L35n2160TNG,99,2.22045e-16,574590,476687,3.43337e+10,2.8404,nan,nan,0.0614088,0.107324,0.061311,0.0608258,0.101416,0.112881,0.0643533,0.00487689,0.108908,0.00553847,2,2.4375,-8.54075,0.363636,64.5446,14.8125,0,161.168,10.25
509091,L35n2160TNG,99,2.22045e-16,918206,673892,5.54894e+10,2.79563,nan,nan,0.0472437,0.103133,0.0455867,0.0482503,0.109143,0.0997403,0.0500231,0.00435494,0.104539,0.0049383,2,2.8125,45.1195,0,61.3445,3.04312,2.10491,182.558,19.61
509709,L35n2160TNG,99,2.22045e-16,1270667,825656,7.35868e+10,2.19648,nan,nan,0.0211002,0.320437,0.0217031,0.0205636,0.311259,0.329184,0.0236792,0.0038272,0.320894,0.00431466,2,7.3125,-49.2349,1,28.5705,7.08563,0.359487,128.801,9.71879
510273,L35n2160TNG,99,2.22045e-16,1513271,869373,8.8791e+10,3.01134,nan,nan,0.040014,0.0345224,0.0428979,0.0389342,0.0345032,0.0344836,0.0435277,0.00457556,0.0381267,0.00402297,2,2.4375,63.3202,1,53.1161,2.44125,0.167663,207.274,19.61
510585,L35n2160TNG,99,2.22045e-16,852987,700357,5.13094e+10,2.63375,nan,nan,0.119617,0.175849,0.12251,0.11764,0.166251,0.182564,0.120341,0.00495006,0.175941,0.00471825,2,2.0625,-3.83104,0.727273,32.4464,6.48375,2.81764,181.853,14.93
511303,L35n2160TNG,99,2.22045e-16,826416,643827,4.96542e+10,2.49924,nan,nan,0.0690867,0.110769,0.0690276,0.0690427,0.114184,0.10885,0.0698947,0.00444681,0.111615,0.00470907,2,3.5625,9.07154,0.34375,35.0021,14.8125,0,169.818,19.6041
511920,L35n2160TNG,99,2.22045e-16,1535891,1222691,8.81657e+10,2.74828,nan,nan,0.0245176,0.252628,0.0245224,0.0244953,0.245512,0.253691,0.0266672,0.00336682,0.252557,0.00332563,2,5.8125,-1.58171,0.625,51.7642,14.8125,0,229.757,6.35
512425,L35n2160TNG,99,2.22045e-16,921184,624661,5.30962e+10,2.43823,nan,nan,0.0399562,0.0230246,0.0374122,0.0414606,0.0214516,0.0239399,0.0445999,0.00554234,0.0307994,0.00573848,2,3.1875,-36.6391,1,51.1768,3.31125,1.38197,160.927,14.5643
513105,L35n2160TNG,99,2.22045e-16,783067,636741,4.5569e+10,2.44715,nan,nan,0.0488233,0.0321617,0.0509695,0.0467412,0.0327066,0.0317817,0.0508312,0.00503668,0.0348078,0.00470341,2,2.8125,21.4222,1,29.2219,13.7644,0.40614,161.07,6.22316
513845,L35n2160TNG,99,2.22045e-16,1376112,964365,8.31291e+10,2.64816,nan,nan,0.0577751,0.0573448,0.0616079,0.0555394,0.0603075,0.0554098,0.0589999,0.00448677,0.0587098,0.00428824,1,1.3125,10.651,1,46.4711,1.90312,2.53879,193.393,13.37
514272,L35n2160TNG,99,2.22045e-16,648447,503414,3.78975e+10,2.84992,nan,nan,0.116422,0.0521357,0.113581,0.117688,0.0506439,0.0524791,0.117441,0.00519764,0.0549191,0.0055241,2,1.6875,55.4146,0.875,38.1492,14.5687,0.211302,162.787,9.47
514829,L35n2160TNG,99,2.22045e-16,1317363,1018088,7.80593e+10,3.3296,nan,nan,0.120367,0.0557294,0.118953,0.120719,0.0543726,0.0563274,0.120574,0.0035808,0.0571455,0.00328882,2,4.6875,56.9593,1,50.1474,4.6875,0,189.821,5.57
515296,L35n2160TNG,99,2.22045e-16,1229746,959860,7.08027e+10,2.35823,nan,nan,0.0224837,0.0223579,0.0232233,0.0218542,0.022041,0.0225461,0.0254517,0.00365841,0.025756,0.00359582,2,2.4375,-6.04941,1,29.5674,2.60625,1.36901,228.85,10.4176
516101,L35n2160TNG,99,2.22045e-16,850987,717572,4.87897e+10,2.26414,nan,nan,0.0198838,0.0398009,0.0211456,0.018762,0.0374421,0.0418842,0.0240699,0.00380022,0.0420459,0.00404853,2,2.0625,67.1341,1,49.1315,2.26875,1.24303,174.838,4.37488
516760,L35n2160TNG,99,2.22045e-16,1164707,1058035,6.69658e+10,2.46553,nan,nan,0.0196828,0.131564,0.0194025,0.0198257,0.124566,0.134219,0.0236643,0.00412014,0.132445,0.00447704,2,3.5625,-37.2417,1,50.0707,5.09438,3.54544,250.324,4.72933
517271,L35n2160TNG,99,2.22045e-16,1090838,888588,6.35537e+10,2.75507,nan,nan,0.040126,0.0408906,0.0423014,0.0390391,0.0391682,0.0418404,0.044456,0.00539957,0.0457884,0.00561273,2,2.4375,-11.4202,0,59.9552,3.345,2.74272,197.397,19.61
518120,L35n2160TNG,99,2.22045e-16,348755,255754,2.07788e+10,1.63102,nan,nan,0.129915,0.476539,0.13623,0.122088,0.460202,0.496911,0.129854,0.00859255,0.476238,0.00823037,2,14.8125,-0.406243,0.457143,39.1539,14.8125,0,115.146,3.76251
518682,L35n2160TNG,99,2.22045e-16,907424,698970,5.36156e+10,3.08363,nan,nan,0.0434405,0.0325245,0.046535,0.0426382,0.0320236,0.0326858,0.0475675,0.00457167,0.037112,0.00448291,2,2.8125,-37.0471,1,49.2591,2.90062,1.33953,200.586,19.61
519311,L35n2160TNG,99,2.22045e-16,1558386,1242266,9.23493e+10,3.70617,nan,nan,0.0746386,0.0584403,0.0744194,0.0748162,0.054045,0.0592371,0.0757087,0.00308201,0.0599637,0.00283851,2,3.5625,2.5817,1,60.3817,9.1725,5.23254,226.782,16.49
519720,L35n2160TNG,99,2.22045e-16,323551,277423,1.93077e+10,3.00568,nan,nan,0.0974519,0.0738636,0.105323,0.097275,0.0760213,0.0737507,0.10319,0.00869334,0.0782908,0.00818693,2,13.6875,-26.4387,0.05,76.1511,14.235,0.201386,137.795,14.93
520310,L35n2160TNG,99,2.22045e-16,450462,378742,2.6276e+10,2.27021,nan,nan,0.069929,0.182533,0.0700619,0.0695963,0.172188,0.195106,0.0713109,0.00717068,0.1832,0.00679082,2,3.9375,-51.9607,1,65.5332,7.37812,4.46084,145.69,17.8084
520885,L35n2160TNG,99,2.22045e-16,909817,716540,5.3426e+10,2.75958,nan,nan,0.0235011,0.0474535,0.0235212,0.0234922,0.0509846,0.0465793,0.0291665,0.0041916,0.0523895,0.00508036,2,2.8125,7.22122,1,58.3168,7.5975,4.86392,170.256,19.61
521429,L35n2160TNG,99,2.22045e-16,784865,508156,4.74824e+10,2.54265,nan,nan,0.0658347,0.0943002,0.0687283,0.0627962,0.100274,0.0897262,0.0678591,0.00414199,0.0957532,0.00471405,2,14.4375,-39.9221,0.304348,51.9182,14.8125,0,165.743,7.13
521803,L35n2160TNG,99,2.22045e-16,726319,689771,4.36528e+10,3.02781,nan,nan,0.0577259,0.115581,0.0554446,0.0599045,0.111827,0.118517,0.0588224,0.00335722,0.116227,0.00397694,2,2.4375,7.36905,0.833333,45.9061,3.6,3.15,205.238,7.91
522530,L35n2160TNG,99,2.22045e-16,1185286,987507,6.91137e+10,2.95689,nan,nan,0.0330059,0.178039,0.034095,0.0325146,0.168157,0.183738,0.0354744,0.00394562,0.178399,0.00369637,2,5.0625,-52.9957,1,55.8501,5.1825,0.174929,212.132,19.61
522983,L35n2160TNG,99,2.22045e-16,1038868,706267,6.21538e+10,3.27675,nan,nan,0.0886184,0.0437416,0.0882905,0.0890528,0.0434896,0.0436737,0.090155,0.00427579,0.045363,0.00362849,2,1.6875,-44.3909,0.4,62.7326,2.64562,3.36492,184.534,15.71
523548,L35n2160TNG,99,2.22045e-16,1287895,919308,7.45869e+10,2.78025,nan,nan,0.0438267,0.131814,0.0431164,0.0443571,0.124661,0.136555,0.0461739,0.00372833,0.132731,0.00417415,2,4.3125,21.7574,1,34.2861,10.9819,2.99551,210.346,14.93
523889,L35n2160TNG,99,2.22045e-16,915893,825286,5.44724e+10,3.0245,nan,nan,0.0443553,0.0696035,0.0458127,0.0437701,0.0673419,0.0702834,0.0456611,0.0035948,0.07069,0.00317449,2,2.8125,21.1478,1,20.7539,2.80687,0.213709,202.256,8.69
524506,L35n2160TNG,99,2.22045e-16,800414,741492,4.56565e+10,2.12563,nan,nan,0.0234861,0.311809,0.023803,0.0235156,0.311552,0.311762,0.0278509,0.00548024,0.31217,0.00545033,2,5.8125,10.0716,0.0333333,33.367,14.7206,0.203669,207.599,5.4515
525002,L35n2160TNG,99,2.22045e-16,700191,435940,4.34116e+10,1.93607,nan,nan,0.169771,0.246919,0.160923,0.186035,0.250184,0.241316,0.171905,0.00672813,0.247629,0.00676699,2,14.8125,-13.3083,0.897436,14.4057,14.8125,0,148.816,0.799771
525533,L35n2160TNG,99,2.22045e-16,663148,460501,3.97936e+10,2.49452,nan,nan,0.039407,0.0653233,0.0374062,0.041273,0.068726,0.0618896,0.0438454,0.0050489,0.0673356,0.00547307,3,0,-10.5433,0,48.2826,3.42656,5.43362,160.134,14.1193
526029,L35n2160TNG,99,2.22045e-16,575396,453480,3.47737e+10,2.69539,nan,nan,0.135057,0.111701,0.134274,0.136188,0.107651,0.114392,0.13626,0.00540737,0.113564,0.00591091,2,14.8125,31.7964,0.823529,52.5728,14.8125,0,165.914,13.37
526478,L35n2160TNG,99,2.22045e-16,790094,565919,4.68352e+10,2.29604,nan,nan,0.0553878,0.031002,0.0570593,0.0535208,0.0309845,0.0310388,0.0578137,0.00570924,0.035254,0.00554232,1,13.3125,-42.5493,0.8,44.6416,14.7994,0.0869604,178.607,13.0078
526879,L35n2160TNG,99,2.22045e-16,521155,465833,3.01955e+10,1.28828,nan,nan,0.0255553,0.0229256,0.0272609,0.0239884,0.0216508,0.0242845,0.0288407,0.00430259,0.0274804,0.00443456,2,14.8125,36.4527,0.909091,61.7211,14.8125,0,190.086,3.44187
527309,L35n2160TNG,99,2.22045e-16,593481,538825,3.51391e+10,6.21724,nan,nan,0.15964,0.164523,0.162462,0.15379,0.161152,0.171882,0.160604,0.00346417,0.165235,0.00337239,1,12.1875,-13.7336,0,73.5526,12.2063,0.0817294,175.97,14.15
527839,L35n2160TNG,99,2.22045e-16,554643,371349,3.32024e+10,2.4019,nan,nan,0.0411875,0.121806,0.0413363,0.0411614,0.116967,0.126898,0.0463101,0.00691207,0.124203,0.0076693,2,3.5625,-67.9379,0.833333,73.7128,14.8125,0,132.984,16.5951
528322,L35n2160TNG,99,2.22045e-16,722768,556130,4.32075e+10,1.74897,nan,nan,0.0934292,0.0468419,0.0951105,0.0920358,0.0507137,0.0434163,0.093812,0.00441487,0.0483684,0.00386466,2,14.0625,-56.4643,1,26.4082,14.6137,0.343509,195.288,4.54753
